# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
6

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,V Tail,0,PSBOOWWNBW,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.123233995736766036e-17, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, -1.000000000000000000e+00, 6.123233995736766036e-17, 0.000000000000000000e+00, 7.500000000000000000e+00, 0.000000000000000000e+00, 3.260869565217383581e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
7.972883213736622565e+00, 1.200000000000000178e+00, -1.484955031419486413e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
7.961956521739130821e+00, 1.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
7.972883213736622565e+00, 1.200000000000000178e+00, 1.484955031419460739e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
7.998165421898306704e+00, 1.200000000000000178e+00, 2.577703509062204135e-02, 1.800000000000000044e+00, 2.095955830069344827e+00
8.035941154373535511e+00, 1.200000000000000178e+00, 3.482266371099698721e-02, 1.800000000000000044e+00, 2.172260364380927733e+00
8.088514358252504977e+00, 1.200000000000000178e+00, 4.228953659664928810e-02, 1.800000000000000044e+00, 2.276535875536843889e+00
8.158048120568548001e+00, 1.200000000000000178e+00, 4.761113444023117730e-02, 1.800000000000000044e+00, 2.413466350417201589e+00
8.244953872036981934e+00, 1.200000000000000178e+00, 4.995905094963734583e-02, 1.800000000000000044e+00, 2.584161237591246607e+00
8.346559473174265165e+00, 1.200000000000000178e+00, 4.879028410836692975e-02, 1.800000000000000044e+00, 2.783663390284290440e+00
8.456656430909060163e+00, 1.200000000000000178e+00, 4.428927467128308121e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
8.566632625008969271e+00, 1.200000000000000178e+00, 3.742528784722438245e-02, 1.800000000000000044e+00, 3.216336609715709116e+00
8.667942170615420494e+00, 1.200000000000000178e+00, 2.953614105064417128e-02, 1.800000000000000044e+00, 3.415838762408752949e+00
8.754542342581927983e+00, 1.200000000000000178e+00, 2.181589716952843372e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
8.823957874210464070e+00, 1.200000000000000178e+00, 1.503708980268756747e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
8.876784845655979694e+00, 1.200000000000000178e+00, 9.532786862301498992e-03, 1.800000000000000044e+00, 3.827739635619072267e+00
8.915420905950606212e+00, 1.200000000000000178e+00, 5.312383670553844604e-03, 1.800000000000000044e+00, 3.904044169930655173e+00
8.942864607286495016e+00, 1.200000000000000178e+00, 2.210445757515831430e-03, 1.800000000000000044e+00, 3.958266880232111262e+00
8.961956521739130821e+00, 1.200000000000000178e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
8.961956521739130821e+00, 1.500000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
8.942864607286491463e+00, 1.500000000000000000e+00, -2.210445757515475378e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
8.915420905950604435e+00, 1.500000000000000000e+00, -5.312383670553370157e-03, 2.000000000000000000e+00, 9.595583006934514658e-02
8.876784845655981471e+00, 1.500000000000000000e+00, -9.532786862301185007e-03, 2.000000000000000000e+00, 1.722603643809275942e-01
8.823957874210465846e+00, 1.500000000000000000e+00, -1.503708980268752930e-02, 2.000000000000000000e+00, 2.765358755368439447e-01
8.754542342581927983e+00, 1.500000000000000000e+00, -2.181589716952839555e-02, 2.000000000000000000e+00, 4.134663504172014781e-01
8.667942170615418718e+00, 1.500000000000000000e+00, -2.953614105064409842e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
8.566632625008971047e+00, 1.500000000000000000e+00, -3.742528784722434082e-02, 2.000000000000000000e+00, 7.836633902842906618e-01
8.456656430909061939e+00, 1.500000000000000000e+00, -4.428927467128306039e-02, 2.000000000000000000e+00, 1.000000000000000000e+00
8.346559473174265165e+00, 1.500000000000000000e+00, -4.879028410836691587e-02, 2.000000000000000000e+00, 1.216336609715709338e+00
8.244953872036983711e+00, 1.500000000000000000e+00, -4.995905094963733889e-02, 2.000000000000000000e+00, 1.415838762408753171e+00
8.158048120568548001e+00, 1.500000000000000000e+00, -4.761113444023121199e-02, 2.000000000000000000e+00, 1.586533649582798411e+00
8.088514358252503200e+00, 1.500000000000000000e+00, -4.228953659664930198e-02, 2.000000000000000000e+00, 1.723464124463156111e+00
8.035941154373533735e+00, 1.500000000000000000e+00, -3.482266371099703578e-02, 2.000000000000000000e+00, 1.827739635619072267e+00
7.998165421898304928e+00, 1.500000000000000000e+00, -2.577703509062210380e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
7.972883213736623453e+00, 1.500000000000000000e+00, -1.484955031419486239e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
7.961956521739130821e+00, 1.500000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
7.972883213736622565e+00, 1.500000000000000000e+00, 1.484955031419460739e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
7.998165421898305816e+00, 1.500000000000000000e+00, 2.577703509062204135e-02, 2.000000000000000000e+00, 2.095955830069344827e+00
8.035941154373535511e+00, 1.500000000000000000e+00, 3.482266371099698721e-02, 2.000000000000000000e+00, 2.172260364380927733e+00
8.088514358252504977e+00, 1.500000000000000000e+00, 4.228953659664928810e-02, 2.000000000000000000e+00, 2.276535875536843889e+00
8.158048120568548001e+00, 1.500000000000000000e+00, 4.761113444023117730e-02, 2.000000000000000000e+00, 2.413466350417201589e+00
8.244953872036981934e+00, 1.500000000000000000e+00, 4.995905094963734583e-02, 2.000000000000000000e+00, 2.584161237591246607e+00
8.346559473174265165e+00, 1.500000000000000000e+00, 4.879028410836692975e-02, 2.000000000000000000e+00, 2.783663390284290440e+00
8.456656430909060163e+00, 1.500000000000000000e+00, 4.428927467128308121e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
8.566632625008969271e+00, 1.500000000000000000e+00, 3.742528784722438245e-02, 2.000000000000000000e+00, 3.216336609715709116e+00
8.667942170615420494e+00, 1.500000000000000000e+00, 2.953614105064417128e-02, 2.000000000000000000e+00, 3.415838762408752949e+00
8.754542342581927983e+00, 1.500000000000000000e+00, 2.181589716952843372e-02, 2.000000000000000000e+00, 3.586533649582798411e+00
8.823957874210464070e+00, 1.500000000000000000e+00, 1.503708980268756747e-02, 2.000000000000000000e+00, 3.723464124463156111e+00
8.876784845655979694e+00, 1.500000000000000000e+00, 9.532786862301498992e-03, 2.000000000000000000e+00, 3.827739635619072267e+00
8.915420905950606212e+00, 1.500000000000000000e+00, 5.312383670553844604e-03, 2.000000000000000000e+00, 3.904044169930655173e+00
8.942864607286495016e+00, 1.500000000000000000e+00, 2.210445757515831430e-03, 2.000000000000000000e+00, 3.958266880232111262e+00
8.961956521739130821e+00, 1.500000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
1.150108732954372576e-01, -0.000000000000000000e+00, -9.933642328088024831e-01, 5.765835075012428965e-03
1.123139767366457958e-01, -0.000000000000000000e+00, -9.936727683848440851e-01, 8.285534899128348812e-03
1.085888890390551559e-01, -0.000000000000000000e+00, -9.940867432861499875e-01, 1.165976527367335210e-02
1.036339001086006434e-01, -0.000000000000000000e+00, -9.946155110133163557e-01, 1.593388727419765838e-02
9.719313836475045043e-02, -0.000000000000000000e+00, -9.952655393686704599e-01, 2.092372202675792103e-02
8.879598580286734988e-02, -0.000000000000000000e+00, -9.960498345491038963e-01, 2.608308408756830621e-02
7.763666384274384158e-02, -0.000000000000000000e+00, -9.969817192042033094e-01, 3.048487559650948919e-02
6.229217804095783795e-02, -0.000000000000000000e+00, -9.980579565110001550e-01, 3.305705647125823515e-02
4.084811098638759658e-02, -0.000000000000000000e+00, -9.991653676088078084e-01, 3.305667749422089990e-02
1.150221553873900793e-02, -0.000000000000000000e+00, -9.999338473307622932e-01, 3.048369691910386009e-02
-2.700695934106413579e-02, 0.000000000000000000e+00, -9.996352455506708479e-01, 2.608123868838630940e-02
-7.630941967387246117e-02, 0.000000000000000000e+00, -9.970841852466804101e-01, 2.092113083676339774e-02
-1.406169316976983996e-01, 0.000000000000000000e+00, -9.900640779868367103e-01, 1.593024281394090844e-02
-2.328727597260961957e-01, 0.000000000000000000e+00, -9.725072121982190065e-01, 1.165309583355436836e-02
-3.967471344078331019e-01, -1.179915313378414868e-15, -9.179279445246085745e-01, 8.262808092668605386e-03
-8.054463294084063252e-01, 0.000000000000000000e+00, -5.926687189674556544e-01, 5.530927302791801767e-03
-8.054463294084245328e-01, -0.000000000000000000e+00, 5.926687189674311185e-01, 5.530927302791661254e-03
-3.967471344078156159e-01, 1.174607476196289647e-15, 9.179279445246161240e-01, 8.262808092669118865e-03
-2.328727597260913940e-01, -0.000000000000000000e+00, 9.725072121982202278e-01, 1.165309583355449846e-02
-1.406169316976990102e-01, -0.000000000000000000e+00, 9.900640779868364882e-01, 1.593024281394091191e-02
-7.630941967387411262e-02, -0.000000000000000000e+00, 9.970841852466805211e-01, 2.092113083676286345e-02
-2.700695934106516274e-02, -0.000000000000000000e+00, 9.996352455506708479e-01, 2.608123868838577858e-02
1.150221553873873905e-02, -0.000000000000000000e+00, 9.999338473307624042e-01, 3.048369691910439092e-02
4.084811098638818638e-02, -0.000000000000000000e+00, 9.991653676088075864e-01, 3.305667749422037255e-02
6.229217804095765060e-02, -0.000000000000000000e+00, 9.980579565110001550e-01, 3.305705647125823515e-02
7.763666384274081622e-02, -0.000000000000000000e+00, 9.969817192042035314e-01, 3.048487559651055431e-02
8.879598580286954257e-02, -0.000000000000000000e+00, 9.960498345491036742e-01, 2.608308408756777538e-02
9.719313836475290680e-02, -0.000000000000000000e+00, 9.952655393686702379e-01, 2.092372202675739368e-02
1.036339001085955086e-01, -0.000000000000000000e+00, 9.946155110133170218e-01, 1.593388727419764797e-02
1.085888890390412226e-01, -0.000000000000000000e+00, 9.940867432861515418e-01, 1.165976527367440507e-02
1.123139767366428676e-01, -0.000000000000000000e+00, 9.936727683848445292e-01, 8.285534899128881373e-03
1.150108732954766289e-01, -0.000000000000000000e+00, 9.933642328087978202e-01, 5.765835075011383794e-03
1.150108732954372576e-01, -0.000000000000000000e+00, -9.933642328088024831e-01, 5.765835075012428965e-03
1.123139767366457958e-01, -0.000000000000000000e+00, -9.936727683848440851e-01, 8.285534899128348812e-03
1.085888890390551559e-01, -0.000000000000000000e+00, -9.940867432861499875e-01, 1.165976527367335210e-02
1.036339001086006018e-01, 5.751276255084896488e-18, -9.946155110133163557e-01, 1.593388727419765838e-02
9.719313836475047819e-02, -0.000000000000000000e+00, -9.952655393686704599e-01, 2.092372202675792103e-02
8.879598580286736376e-02, -1.151914020823430153e-17, -9.960498345491036742e-01, 2.608308408756830621e-02
7.763666384274379995e-02, -0.000000000000000000e+00, -9.969817192042033094e-01, 3.048487559650948919e-02
6.229217804095783795e-02, -0.000000000000000000e+00, -9.980579565110001550e-01, 3.305705647125823515e-02
4.084811098638759658e-02, -0.000000000000000000e+00, -9.991653676088078084e-01, 3.305667749422089990e-02
1.150221553873900793e-02, -0.000000000000000000e+00, -9.999338473307622932e-01, 3.048369691910386009e-02
-2.700695934106413579e-02, 0.000000000000000000e+00, -9.996352455506708479e-01, 2.608123868838630940e-02
-7.630941967387246117e-02, 0.000000000000000000e+00, -9.970841852466804101e-01, 2.092113083676339774e-02
-1.406169316976983996e-01, 0.000000000000000000e+00, -9.900640779868367103e-01, 1.593024281394090844e-02
-2.328727597260961957e-01, 0.000000000000000000e+00, -9.725072121982190065e-01, 1.165309583355436836e-02
-3.967471344078331019e-01, 1.179915313378414868e-15, -9.179279445246085745e-01, 8.262808092668605386e-03
-8.054463294084063252e-01, 0.000000000000000000e+00, -5.926687189674556544e-01, 5.530927302791801767e-03
-8.054463294084245328e-01, -0.000000000000000000e+00, 5.926687189674311185e-01, 5.530927302791661254e-03
-3.967471344078156159e-01, -1.174607476196289647e-15, 9.179279445246161240e-01, 8.262808092669118865e-03
-2.328727597260913940e-01, -0.000000000000000000e+00, 9.725072121982202278e-01, 1.165309583355449846e-02
-1.406169316976990102e-01, -0.000000000000000000e+00, 9.900640779868364882e-01, 1.593024281394091191e-02
-7.630941967387411262e-02, -0.000000000000000000e+00, 9.970841852466805211e-01, 2.092113083676286345e-02
-2.700695934106516274e-02, -0.000000000000000000e+00, 9.996352455506708479e-01, 2.608123868838577858e-02
1.150221553873873905e-02, -0.000000000000000000e+00, 9.999338473307624042e-01, 3.048369691910439092e-02
4.084811098638818638e-02, -0.000000000000000000e+00, 9.991653676088075864e-01, 3.305667749422037255e-02
6.229217804095765060e-02, -0.000000000000000000e+00, 9.980579565110001550e-01, 3.305705647125823515e-02
7.763666384274081622e-02, -0.000000000000000000e+00, 9.969817192042035314e-01, 3.048487559651055431e-02
8.879598580286954257e-02, -0.000000000000000000e+00, 9.960498345491036742e-01, 2.608308408756777538e-02
9.719313836475287904e-02, -5.755034986578505116e-18, 9.952655393686702379e-01, 2.092372202675739368e-02
1.036339001085955364e-01, -0.000000000000000000e+00, 9.946155110133170218e-01, 1.593388727419764797e-02
1.085888890390412226e-01, -0.000000000000000000e+00, 9.940867432861515418e-01, 1.165976527367440507e-02
1.123139767366428676e-01, -0.000000000000000000e+00, 9.936727683848445292e-01, 8.285534899128881373e-03
1.150108732954766289e-01, -0.000000000000000000e+00, 9.933642328087978202e-01, 5.765835075011383794e-03
1.150108732954372576e-01, -0.000000000000000000e+00, -9.933642328088024831e-01, 5.765835075012435904e-03
1.123139767366458097e-01, -0.000000000000000000e+00, -9.936727683848440851e-01, 8.285534899128357486e-03
1.085888890390551559e-01, -0.000000000000000000e+00, -9.940867432861499875e-01, 1.165976527367336424e-02
1.036339001086006018e-01, -0.000000000000000000e+00, -9.946155110133164667e-01, 1.593388727419767573e-02
9.719313836475046431e-02, -0.000000000000000000e+00, -9.952655393686704599e-01, 2.092372202675794532e-02
8.879598580286736376e-02, -0.000000000000000000e+00, -9.960498345491036742e-01, 2.608308408756833743e-02
7.763666384274379995e-02, -0.000000000000000000e+00, -9.969817192042033094e-01, 3.048487559650952389e-02
6.229217804095783795e-02, -0.000000000000000000e+00, -9.980579565110001550e-01, 3.305705647125826985e-02
4.084811098638760352e-02, -0.000000000000000000e+00, -9.991653676088078084e-01, 3.305667749422093460e-02
1.150221553873900619e-02, -0.000000000000000000e+00, -9.999338473307622932e-01, 3.048369691910389478e-02
-2.700695934106413232e-02, 0.000000000000000000e+00, -9.996352455506708479e-01, 2.608123868838634063e-02
-7.630941967387247504e-02, 0.000000000000000000e+00, -9.970841852466806321e-01, 2.092113083676341856e-02
-1.406169316976983719e-01, 0.000000000000000000e+00, -9.900640779868364882e-01, 1.593024281394092925e-02
-2.328727597260961957e-01, 0.000000000000000000e+00, -9.725072121982190065e-01, 1.165309583355438050e-02
-3.967471344078449813e-01, 0.000000000000000000e+00, -9.179279445246034674e-01, 8.262808092668492629e-03
-8.054463294084062142e-01, 0.000000000000000000e+00, -5.926687189674556544e-01, 5.530927302791887636e-03
-8.054463294084245328e-01, -0.000000000000000000e+00, 5.926687189674310074e-01, 5.530927302791667326e-03
-3.967471344078272733e-01, -0.000000000000000000e+00, 9.179279445246110170e-01, 8.262808092669006108e-03
-2.328727597260913662e-01, -0.000000000000000000e+00, 9.725072121982202278e-01, 1.165309583355464071e-02
-1.406169316976990380e-01, -0.000000000000000000e+00, 9.900640779868364882e-01, 1.593024281394092925e-02
-7.630941967387411262e-02, -0.000000000000000000e+00, 9.970841852466805211e-01, 2.092113083676288426e-02
-2.700695934106516274e-02, -0.000000000000000000e+00, 9.996352455506708479e-01, 2.608123868838580633e-02
1.150221553873873731e-02, -0.000000000000000000e+00, 9.999338473307622932e-01, 3.048369691910442908e-02
4.084811098638819332e-02, -0.000000000000000000e+00, 9.991653676088078084e-01, 3.305667749422040030e-02
6.229217804095765060e-02, -0.000000000000000000e+00, 9.980579565110001550e-01, 3.305705647125826985e-02
7.763666384274081622e-02, -0.000000000000000000e+00, 9.969817192042035314e-01, 3.048487559651058554e-02
8.879598580286955645e-02, -0.000000000000000000e+00, 9.960498345491036742e-01, 2.608308408756780314e-02
9.719313836475289292e-02, -0.000000000000000000e+00, 9.952655393686702379e-01, 2.092372202675741449e-02
1.036339001085955502e-01, -0.000000000000000000e+00, 9.946155110133170218e-01, 1.593388727419766532e-02
1.085888890390412087e-01, -0.000000000000000000e+00, 9.940867432861515418e-01, 1.165976527367441895e-02
1.123139767366428399e-01, -0.000000000000000000e+00, 9.936727683848445292e-01, 8.285534899128891781e-03
1.150108732954766566e-01, -0.000000000000000000e+00, 9.933642328087980422e-01, 5.765835075011388998e-03
1.150108732954372437e-01, -0.000000000000000000e+00, -9.933642328088024831e-01, 5.765835075012431567e-03
1.123139767366457820e-01, -0.000000000000000000e+00, -9.936727683848440851e-01, 8.285534899128352282e-03
1.085888890390551698e-01, -0.000000000000000000e+00, -9.940867432861499875e-01, 1.165976527367335557e-02
1.036339001086006156e-01, -5.751276255084894177e-18, -9.946155110133163557e-01, 1.593388727419766532e-02
9.719313836475046431e-02, -0.000000000000000000e+00, -9.952655393686704599e-01, 2.092372202675792797e-02
8.879598580286733600e-02, 1.151914020823429691e-17, -9.960498345491036742e-01, 2.608308408756832009e-02
7.763666384274382770e-02, -0.000000000000000000e+00, -9.969817192042031984e-01, 3.048487559650950654e-02
6.229217804095785876e-02, -0.000000000000000000e+00, -9.980579565110003770e-01, 3.305705647125823515e-02
4.084811098638759658e-02, -0.000000000000000000e+00, -9.991653676088075864e-01, 3.305667749422091378e-02
1.150221553873900619e-02, -0.000000000000000000e+00, -9.999338473307622932e-01, 3.048369691910387397e-02
-2.700695934106413232e-02, 0.000000000000000000e+00, -9.996352455506708479e-01, 2.608123868838631981e-02
-7.630941967387247504e-02, 0.000000000000000000e+00, -9.970841852466806321e-01, 2.092113083676340121e-02
-1.406169316976983719e-01, 0.000000000000000000e+00, -9.900640779868364882e-01, 1.593024281394091884e-02
-2.328727597260961957e-01, 0.000000000000000000e+00, -9.725072121982190065e-01, 1.165309583355437183e-02
-3.967471344078331019e-01, -1.179915313378414276e-15, -9.179279445246084634e-01, 8.262808092668608856e-03
-8.054463294084062142e-01, 0.000000000000000000e+00, -5.926687189674556544e-01, 5.530927302791804369e-03
-8.054463294084245328e-01, -0.000000000000000000e+00, 5.926687189674311185e-01, 5.530927302791662989e-03
-3.967471344078155604e-01, 1.174607476196289253e-15, 9.179279445246161240e-01, 8.262808092669122334e-03
-2.328727597260913662e-01, -0.000000000000000000e+00, 9.725072121982202278e-01, 1.165309583355450193e-02
-1.406169316976990102e-01, -0.000000000000000000e+00, 9.900640779868364882e-01, 1.593024281394091884e-02
-7.630941967387409874e-02, -0.000000000000000000e+00, 9.970841852466804101e-01, 2.092113083676287386e-02
-2.700695934106515927e-02, -0.000000000000000000e+00, 9.996352455506708479e-01, 2.608123868838578899e-02
1.150221553873873905e-02, -0.000000000000000000e+00, 9.999338473307624042e-01, 3.048369691910440132e-02
4.084811098638818638e-02, -0.000000000000000000e+00, 9.991653676088075864e-01, 3.305667749422038643e-02
6.229217804095767835e-02, -0.000000000000000000e+00, 9.980579565110003770e-01, 3.305705647125823515e-02
7.763666384274080234e-02, -0.000000000000000000e+00, 9.969817192042034204e-01, 3.048487559651056819e-02
8.879598580286954257e-02, -0.000000000000000000e+00, 9.960498345491036742e-01, 2.608308408756778579e-02
9.719313836475292068e-02, 5.755034986578503576e-18, 9.952655393686702379e-01, 2.092372202675740062e-02
1.036339001085955086e-01, -0.000000000000000000e+00, 9.946155110133170218e-01, 1.593388727419765491e-02
1.085888890390412087e-01, -0.000000000000000000e+00, 9.940867432861515418e-01, 1.165976527367441028e-02
1.123139767366428537e-01, -0.000000000000000000e+00, 9.936727683848445292e-01, 8.285534899128884842e-03
1.150108732954766566e-01, -0.000000000000000000e+00, 9.933642328087978202e-01, 5.765835075011385528e-03
1.150108732954372576e-01, -0.000000000000000000e+00, -9.933642328088024831e-01, 5.765835075012427230e-03
1.123139767366458236e-01, -0.000000000000000000e+00, -9.936727683848443071e-01, 8.285534899128343608e-03
1.085888890390551698e-01, -0.000000000000000000e+00, -9.940867432861499875e-01, 1.165976527367334689e-02
1.036339001086006434e-01, -0.000000000000000000e+00, -9.946155110133163557e-01, 1.593388727419765144e-02
9.719313836475045043e-02, -0.000000000000000000e+00, -9.952655393686704599e-01, 2.092372202675791409e-02
8.879598580286734988e-02, -0.000000000000000000e+00, -9.960498345491038963e-01, 2.608308408756829580e-02
7.763666384274384158e-02, -0.000000000000000000e+00, -9.969817192042033094e-01, 3.048487559650947878e-02
6.229217804095783795e-02, -0.000000000000000000e+00, -9.980579565110001550e-01, 3.305705647125822128e-02
4.084811098638760352e-02, -0.000000000000000000e+00, -9.991653676088078084e-01, 3.305667749422088603e-02
1.150221553873900793e-02, -0.000000000000000000e+00, -9.999338473307622932e-01, 3.048369691910384968e-02
-2.700695934106412885e-02, 0.000000000000000000e+00, -9.996352455506708479e-01, 2.608123868838630247e-02
-7.630941967387247504e-02, 0.000000000000000000e+00, -9.970841852466806321e-01, 2.092113083676338733e-02
-1.406169316976983996e-01, 0.000000000000000000e+00, -9.900640779868367103e-01, 1.593024281394090150e-02
-2.328727597260962234e-01, 0.000000000000000000e+00, -9.725072121982190065e-01, 1.165309583355436315e-02
-3.967471344078331019e-01, 1.179915313378415262e-15, -9.179279445246085745e-01, 8.262808092668601917e-03
-8.054463294084063252e-01, 0.000000000000000000e+00, -5.926687189674557654e-01, 5.530927302791800032e-03
-8.054463294084244218e-01, -0.000000000000000000e+00, 5.926687189674310074e-01, 5.530927302791659519e-03
-3.967471344078155604e-01, -1.174607476196290041e-15, 9.179279445246160130e-01, 8.262808092669115395e-03
-2.328727597260913385e-01, -0.000000000000000000e+00, 9.725072121982202278e-01, 1.165309583355449326e-02
-1.406169316976990380e-01, -0.000000000000000000e+00, 9.900640779868364882e-01, 1.593024281394090497e-02
-7.630941967387411262e-02, -0.000000000000000000e+00, 9.970841852466805211e-01, 2.092113083676285304e-02
-2.700695934106516621e-02, -0.000000000000000000e+00, 9.996352455506708479e-01, 2.608123868838576817e-02
1.150221553873873731e-02, -0.000000000000000000e+00, 9.999338473307622932e-01, 3.048369691910438398e-02
4.084811098638819332e-02, -0.000000000000000000e+00, 9.991653676088078084e-01, 3.305667749422035173e-02
6.229217804095765060e-02, -0.000000000000000000e+00, 9.980579565110001550e-01, 3.305705647125822128e-02
7.763666384274081622e-02, -0.000000000000000000e+00, 9.969817192042035314e-01, 3.048487559651054044e-02
8.879598580286955645e-02, -0.000000000000000000e+00, 9.960498345491036742e-01, 2.608308408756776497e-02
9.719313836475290680e-02, -0.000000000000000000e+00, 9.952655393686702379e-01, 2.092372202675738327e-02
1.036339001085955086e-01, -0.000000000000000000e+00, 9.946155110133170218e-01, 1.593388727419764103e-02
1.085888890390412226e-01, -0.000000000000000000e+00, 9.940867432861515418e-01, 1.165976527367440160e-02
1.123139767366428537e-01, -0.000000000000000000e+00, 9.936727683848445292e-01, 8.285534899128879638e-03
1.150108732954766566e-01, -0.000000000000000000e+00, 9.933642328087980422e-01, 5.765835075011380324e-03
# DegenGeom Type,nXsecs,nPnts/Xsec
PLATE,6,17
# nx,ny,nz
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# x,y,z,zCamber,t,nCamberx,nCambery,nCamberz,u,wTop,wBot,xxCamber,xyCamber,xzCamber
8.961956521739130821e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
8.942864607286493239e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.780259967221198281e-16, 4.420891515031307242e-03, 8.036192850969205202e-13, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.958266880232111262e+00, 4.173311976788848798e-02
8.915420905950604435e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.372234353398283702e-16, 1.062476734110721563e-02, 1.671901870761468276e-13, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.904044169930655173e+00, 9.595583006934514658e-02
8.876784845655979694e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.569924745759010420e-16, 1.906557372460268573e-02, -9.317090925556547770e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.827739635619072267e+00, 1.722603643809275942e-01
8.823957874210464070e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.908195823574487804e-17, 3.007417960537509677e-02, -5.906584527688215466e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.723464124463156111e+00, 2.765358755368439447e-01
8.754542342581927983e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.908195823574487804e-17, 4.363179433905682580e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.586533649582798411e+00, 4.134663504172014781e-01
8.667942170615418718e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.642919299551294898e-17, 5.907228210128827317e-02, 3.007090256568081450e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.415838762408752949e+00, 5.841612375912467181e-01
8.566632625008971047e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.081668171172168513e-17, 7.485057569444872327e-02, -2.373203977283495528e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.216336609715709116e+00, 7.836633902842906618e-01
8.456656430909060163e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.040834085586084257e-17, 8.857854934256614854e-02, -2.005402947535772780e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
8.346559473174265165e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.938893903907228378e-18, 9.758056821673384562e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.783663390284290440e+00, 1.216336609715709338e+00
8.244953872036983711e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.469446951953614189e-18, 9.991810189927469166e-02, -1.777812834346030713e-14, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.584161237591246607e+00, 1.415838762408753171e+00
8.158048120568548001e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.734723475976807094e-17, 9.522226888046239623e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.000000000000000000e+00, 2.413466350417201589e+00, 1.586533649582798411e+00
